ID,GrossMonthlyIncome,CreditCardPayment,CarPayment,StudentLoanPayments,AppraisedValue,DownPayment,LoanAmount,MonthlyMortgagePayment,CreditScore
6584,4321.00,229.00,420.00,385.00,370317.00,55547.55,314769.45,2309.67,554
6585,6636.00,262.00,433.00,258.00,251665.00,42783.05,208881.95,1532.70,750
6586,6498.00,425.00,458.00,417.00,370550.00,85226.50,285323.50,1710.66,687
6587,8798.00,333.00,411.00,290.00,313525.00,68975.50,244549.50,1466.20,692
6588,2035.00,263.00,377.00,301.00,252221.00,22699.89,229521.11,1684.14,523
6589,6253.00,363.00,476.00,313.00,423967.00,97512.41,326454.59,2395.41,550
6590,5074.00,448.00,469.00,411.00,270372.00,78407.88,191964.12,1150.92,665
6591,8949.00,374.00,387.00,233.00,310741.00,90114.89,220626.11,1618.88,527
6592,8728.00,324.00,490.00,436.00,493442.00,69081.88,424360.12,2823.28,642
6593,9903.00,250.00,453.00,288.00,351609.00,35160.90,316448.10,1334.16,803
6594,2646.00,412.00,444.00,371.00,347764.00,38254.04,309509.96,2271.07,570
6595,4969.00,358.00,398.00,418.00,380609.00,26642.63,353966.37,1689.89,769
6596,5291.00,275.00,416.00,324.00,379597.00,30367.76,349229.24,1667.27,768
6597,4987.00,355.00,494.00,316.00,326967.00,65393.40,261573.60,1404.18,721
6598,3682.00,300.00,409.00,221.00,248658.00,19892.64,228765.36,1521.98,630
6599,8158.00,247.00,369.00,306.00,380806.00,19040.30,361765.70,2654.51,574
6600,3270.00,262.00,426.00,209.00,282030.00,14101.50,267928.50,1606.37,672
6601,9262.00,230.00,473.00,393.00,252725.00,53072.25,199652.75,1464.98,538
6602,9292.00,377.00,357.00,292.00,315700.00,75768.00,239932.00,1145.47,798
6603,7920.00,325.00,414.00,288.00,375436.00,67578.48,307857.52,1297.94,829
6604,2254.00,255.00,458.00,357.00,455537.00,113884.25,341652.75,2273.02,648
6605,6243.00,479.00,468.00,250.00,360413.00,54061.95,306351.05,2038.16,699
6606,9333.00,209.00,409.00,363.00,312947.00,37553.64,275393.36,2020.74,539
6607,3353.00,289.00,461.00,271.00,439740.00,30781.80,408958.20,1952.43,765
6608,9070.00,248.00,495.00,236.00,417376.00,83475.20,333900.80,1407.74,816
6609,4413.00,266.00,490.00,328.00,273639.00,49255.02,224383.98,1071.24,777
6610,9219.00,450.00,393.00,357.00,252691.00,22742.19,229948.81,969.47,832
6611,4051.00,477.00,432.00,228.00,316639.00,25331.12,291307.88,1390.75,760
6612,8291.00,289.00,436.00,255.00,282812.00,67874.88,214937.12,1577.13,593
6613,3592.00,357.00,359.00,334.00,451278.00,72204.48,379073.52,2781.51,586
6614,2075.00,307.00,455.00,299.00,380976.00,99053.76,281922.24,2068.65,699
6615,3227.00,383.00,389.00,384.00,347886.00,86971.50,260914.50,1914.50,649
6616,4172.00,224.00,489.00,306.00,235534.00,58883.50,176650.50,1175.26,611
6617,2254.00,467.00,456.00,401.00,276595.00,33191.40,243403.60,1786.01,593
6618,8126.00,444.00,404.00,449.00,247148.00,17300.36,229847.64,1686.54,511
6619,9724.00,356.00,368.00,425.00,260418.00,39062.70,221355.30,1472.68,608
6620,9013.00,238.00,391.00,430.00,327274.00,81818.50,245455.50,1801.07,588
6621,4414.00,466.00,467.00,302.00,401437.00,96344.88,305092.12,2238.66,517
6622,3304.00,300.00,425.00,260.00,400635.00,76120.65,324514.35,1368.17,829
6623,5598.00,238.00,430.00,405.00,425253.00,42525.30,382727.70,2054.57,715
6624,2691.00,297.00,460.00,253.00,349878.00,52481.70,297396.30,2182.19,534
6625,4002.00,241.00,361.00,395.00,301745.00,63366.45,238378.55,1749.14,560
6626,8880.00,245.00,359.00,264.00,384934.00,57740.10,327193.90,1961.69,664
6627,3704.00,356.00,439.00,227.00,353892.00,56622.72,297269.28,1595.81,748
6628,8487.00,219.00,395.00,295.00,476586.00,100083.06,376502.94,1797.48,796
6629,6321.00,358.00,469.00,368.00,313341.00,90868.89,222472.11,1194.28,739
6630,8431.00,288.00,378.00,386.00,255221.00,40835.36,214385.64,1426.31,617
6631,2926.00,355.00,393.00,386.00,461373.00,92274.60,369098.40,1762.13,776
6632,3744.00,355.00,389.00,389.00,458782.00,128458.96,330323.04,1577.01,601
6633,4984.00,422.00,375.00,249.00,264489.00,55542.69,208946.31,1533.17,514
6634,4114.00,495.00,492.00,321.00,280892.00,75840.84,205051.16,1504.59,522
6635,5036.00,301.00,364.00,284.00,453123.00,31718.61,421404.39,2803.61,630
6636,9803.00,417.00,373.00,345.00,388437.00,31074.96,357362.04,2142.57,695
6637,7423.00,229.00,489.00,336.00,338598.00,64333.62,274264.38,1644.35,700
6638,9897.00,412.00,364.00,332.00,292584.00,26332.56,266251.44,1596.31,663
6639,3439.00,432.00,390.00,416.00,240645.00,33690.30,206954.70,872.53,842
6640,6296.00,304.00,493.00,231.00,237644.00,16635.08,221008.92,1621.69,505
6641,9977.00,469.00,439.00,448.00,253700.00,73573.00,180127.00,859.95,783
6642,9221.00,273.00,362.00,269.00,292641.00,64381.02,228259.98,1674.89,553
6643,4428.00,479.00,420.00,377.00,411240.00,69910.80,341329.20,1629.56,795
6644,9321.00,451.00,460.00,446.00,410195.00,118956.55,291238.45,1227.87,826
6645,2473.00,263.00,360.00,362.00,272288.00,76240.64,196047.36,1438.53,501
6646,5147.00,370.00,452.00,310.00,487494.00,73124.10,414369.90,2756.81,643
6647,5736.00,418.00,361.00,271.00,465990.00,41939.10,424050.90,2821.22,611
6648,7404.00,373.00,399.00,248.00,330335.00,72673.70,257661.30,1230.11,756
6649,7921.00,462.00,407.00,415.00,320579.00,22440.53,298138.47,1983.52,617
6650,4356.00,471.00,388.00,297.00,436968.00,69914.88,367053.12,1547.51,806
6651,8039.00,352.00,495.00,263.00,335749.00,47004.86,288744.14,1550.04,717
6652,6204.00,306.00,414.00,350.00,242376.00,58170.24,184205.76,879.43,753
6653,4159.00,204.00,472.00,376.00,390435.00,39043.50,351391.50,2578.39,580
6654,6617.00,377.00,410.00,357.00,282079.00,42311.85,239767.15,1010.87,838
6655,2997.00,352.00,383.00,262.00,393664.00,66922.88,326741.12,1958.98,663
6656,6512.00,303.00,400.00,259.00,497626.00,99525.20,398100.80,2648.57,626
6657,5475.00,373.00,372.00,383.00,412698.00,45396.78,367301.22,1548.56,805
6658,6393.00,227.00,360.00,265.00,435409.00,56603.17,378805.83,1808.48,792
6659,4185.00,342.00,396.00,381.00,357970.00,96651.90,261318.10,1402.81,706
6660,8849.00,372.00,374.00,395.00,420284.00,29419.88,390864.12,2343.43,654
6661,2912.00,232.00,466.00,443.00,360452.00,54067.80,306384.20,2248.14,547
6662,7008.00,396.00,418.00,257.00,383702.00,103599.54,280102.46,1337.25,762
6663,3890.00,447.00,475.00,288.00,257373.00,74638.17,182734.83,770.42,838
6664,7287.00,304.00,380.00,366.00,249144.00,29897.28,219246.72,1608.75,554
6665,5303.00,261.00,430.00,397.00,265284.00,45098.28,220185.72,928.31,831
6666,5837.00,401.00,483.00,383.00,305984.00,85675.52,220308.48,1616.55,512
6667,7819.00,218.00,474.00,247.00,401743.00,36156.87,365586.13,2191.87,662
6668,3559.00,310.00,487.00,448.00,411715.00,111163.05,300551.95,1613.43,743
6669,7336.00,486.00,446.00,432.00,324641.00,81160.25,243480.75,1162.41,790
6670,3020.00,341.00,396.00,384.00,343317.00,92695.59,250621.41,1667.39,632
6671,4978.00,492.00,366.00,414.00,270444.00,78428.76,192015.24,1408.94,518
6672,9171.00,395.00,356.00,365.00,291001.00,23280.08,267720.92,1128.72,821
6673,8152.00,409.00,423.00,434.00,472259.00,66116.26,406142.74,1712.31,811
6674,3527.00,316.00,410.00,370.00,342424.00,71909.04,270514.96,1984.94,575
6675,2749.00,339.00,430.00,334.00,463111.00,92622.20,370488.80,1562.00,804
6676,6347.00,424.00,485.00,288.00,413757.00,62063.55,351693.45,2108.58,664
6677,2938.00,309.00,477.00,264.00,364816.00,87555.84,277260.16,1323.68,754
6678,8475.00,266.00,469.00,410.00,479996.00,124798.96,355197.04,2363.13,626
6679,9938.00,397.00,368.00,272.00,350722.00,101709.38,249012.62,1827.17,501
6680,5156.00,359.00,382.00,267.00,303368.00,36404.16,266963.84,1958.89,531
6681,5681.00,465.00,425.00,380.00,442664.00,123945.92,318718.08,1710.95,736
6682,3535.00,237.00,352.00,287.00,290712.00,17442.72,273269.28,2005.15,546
6683,3407.00,217.00,423.00,229.00,477469.00,128916.63,348552.37,1469.51,833
6684,5988.00,369.00,380.00,368.00,478339.00,124368.14,353970.86,1689.91,781
6685,5110.00,243.00,372.00,440.00,392007.00,19600.35,372406.65,2477.63,639
6686,5138.00,249.00,350.00,245.00,469069.00,70360.35,398708.65,2652.62,602
6687,4100.00,301.00,479.00,364.00,354137.00,46037.81,308099.19,2260.72,501
6688,2468.00,237.00,426.00,290.00,450959.00,49605.49,401353.51,2670.21,610
6689,9674.00,367.00,474.00,309.00,264171.00,44909.07,219261.93,1314.59,674
6690,9971.00,221.00,356.00,405.00,315291.00,28376.19,286914.81,2105.28,542
6691,4586.00,295.00,473.00,302.00,275855.00,35861.15,239993.85,1760.99,543
6692,9465.00,334.00,453.00,207.00,354461.00,92159.86,262301.14,1745.10,603
6693,3354.00,278.00,478.00,318.00,468852.00,126590.04,342261.96,1837.34,748
6694,2799.00,423.00,387.00,251.00,422162.00,122426.98,299735.02,1430.98,782
6695,2806.00,275.00,462.00,289.00,319400.00,31940.00,287460.00,1723.47,698
6696,2684.00,355.00,388.00,296.00,394682.00,82883.22,311798.78,2287.87,544
6697,8684.00,208.00,391.00,373.00,334149.00,40097.88,294051.12,1403.85,780
6698,4487.00,373.00,362.00,236.00,413870.00,86912.70,326957.30,1960.27,675
6699,6902.00,218.00,485.00,351.00,367495.00,51449.30,316045.70,2319.03,568
6700,7690.00,444.00,396.00,370.00,494794.00,29687.64,465106.36,3094.36,629
6701,9547.00,342.00,444.00,411.00,303741.00,45561.15,258179.85,1894.43,585
6702,9085.00,373.00,453.00,285.00,367237.00,99153.99,268083.01,1607.29,668
6703,2816.00,327.00,439.00,211.00,238178.00,42872.04,195305.96,932.42,791
6704,5481.00,336.00,376.00,288.00,364507.00,47385.91,317121.09,1702.37,710
6705,3326.00,467.00,387.00,422.00,340433.00,17021.65,323411.35,2373.08,586
6706,4098.00,373.00,418.00,356.00,270430.00,16225.80,254204.20,1865.26,800
6707,5867.00,246.00,474.00,353.00,361499.00,83144.77,278354.23,1851.90,633
6708,9921.00,297.00,377.00,414.00,375736.00,105206.08,270529.92,1799.84,641
6709,9554.00,334.00,358.00,329.00,475099.00,90268.81,384830.19,2560.28,625
6710,8178.00,482.00,374.00,333.00,375729.00,86417.67,289311.33,1924.80,646
6711,5453.00,465.00,403.00,313.00,252262.00,68110.74,184151.26,988.56,708
6712,3571.00,452.00,364.00,372.00,332008.00,19920.48,312087.52,2289.99,571
6713,2324.00,482.00,438.00,449.00,238325.00,50048.25,188276.75,1252.61,611
6714,7497.00,208.00,394.00,212.00,310734.00,68361.48,242372.52,1778.44,520
6715,5270.00,309.00,387.00,439.00,496670.00,109267.40,387402.60,2079.66,731
6716,5515.00,206.00,430.00,350.00,282883.00,19801.81,263081.19,1577.30,655
6717,6808.00,493.00,440.00,426.00,381261.00,80064.81,301196.19,1805.82,684
6718,8072.00,487.00,352.00,283.00,261827.00,26182.70,235644.30,1264.99,716
6719,8424.00,425.00,360.00,230.00,351742.00,87935.50,263806.50,1416.17,709
6720,7508.00,210.00,480.00,409.00,315994.00,85318.38,230675.62,1534.69,608
6721,7117.00,317.00,356.00,377.00,277690.00,58314.90,219375.10,924.89,821
6722,4363.00,382.00,496.00,372.00,453434.00,104289.82,349144.18,2561.90,539
6723,9207.00,460.00,479.00,355.00,314820.00,78705.00,236115.00,1267.52,744
6724,9697.00,254.00,422.00,260.00,298403.00,17904.18,280498.82,1505.78,720
6725,2508.00,488.00,376.00,407.00,286321.00,74443.46,211877.54,893.28,826
6726,6177.00,378.00,442.00,433.00,456046.00,41044.14,415001.86,2488.15,680
6727,4210.00,316.00,454.00,393.00,355998.00,74759.58,281238.42,1509.75,724
6728,9967.00,229.00,442.00,289.00,366127.00,58580.32,307546.68,1843.90,663
6729,5219.00,388.00,355.00,285.00,274003.00,24660.27,249342.73,1494.94,687
6730,6239.00,278.00,402.00,318.00,312709.00,62541.80,250167.20,1499.88,658
6731,9418.00,493.00,429.00,359.00,459647.00,45964.70,413682.30,1744.10,828
6732,3771.00,464.00,442.00,283.00,482809.00,33796.63,449012.37,2987.29,622
6733,7876.00,273.00,497.00,446.00,435065.00,52207.80,382857.20,2295.42,690
6734,7037.00,435.00,426.00,380.00,291324.00,81570.72,209753.28,1539.10,542
6735,8661.00,383.00,394.00,449.00,262430.00,44613.10,217816.90,1598.26,549
6736,5685.00,219.00,491.00,239.00,347546.00,79935.58,267610.42,1963.63,504
6737,7698.00,474.00,373.00,446.00,470129.00,28207.74,441921.26,3242.66,539
6738,3368.00,345.00,403.00,437.00,455261.00,81946.98,373314.02,2739.25,555
6739,7719.00,470.00,480.00,443.00,310295.00,31029.50,279265.50,1499.16,738
6740,5696.00,298.00,453.00,202.00,291257.00,78639.39,212617.61,1274.75,696
6741,5448.00,330.00,385.00,449.00,340612.00,81746.88,258865.12,1899.46,557
6742,3626.00,403.00,483.00,283.00,295093.00,26558.37,268534.63,1970.41,554
6743,5901.00,460.00,465.00,332.00,376293.00,109124.97,267168.03,1960.38,581
6744,5668.00,440.00,371.00,226.00,274112.00,30152.32,243959.68,1790.09,599
6745,4053.00,339.00,446.00,262.00,481307.00,101074.47,380232.53,1603.08,817
6746,3453.00,351.00,379.00,299.00,355488.00,42658.56,312829.44,1493.50,784
6747,9136.00,437.00,444.00,385.00,476024.00,85684.32,390339.68,1863.54,758
6748,8233.00,240.00,391.00,375.00,373661.00,18683.05,354977.95,1496.60,815
6749,8677.00,286.00,472.00,448.00,366779.00,55016.85,311762.15,2287.60,529
6750,9115.00,461.00,393.00,368.00,385000.00,61600.00,323400.00,2372.99,596
6751,2871.00,383.00,366.00,278.00,258716.00,46568.88,212147.12,1556.66,523
6752,6382.00,205.00,401.00,414.00,259110.00,33684.30,225425.70,1351.54,677
6753,8445.00,326.00,364.00,299.00,284301.00,22744.08,261556.92,1919.21,544
6754,9622.00,296.00,398.00,405.00,317646.00,47646.90,269999.10,1796.31,605
6755,9990.00,247.00,419.00,345.00,286074.00,54354.06,231719.94,976.94,836
6756,2846.00,490.00,476.00,430.00,428636.00,60009.04,368626.96,1759.88,795
6757,4136.00,213.00,388.00,353.00,493291.00,138121.48,355169.52,2606.11,573
6758,7221.00,450.00,365.00,397.00,389280.00,85641.60,303638.40,2227.99,578
6759,2834.00,333.00,400.00,236.00,309073.00,55633.14,253439.86,1209.96,771
6760,8555.00,417.00,376.00,426.00,300026.00,45003.90,255022.10,1871.26,579
6761,6620.00,270.00,466.00,432.00,462996.00,87969.24,375026.76,2751.81,586
6762,9953.00,366.00,499.00,340.00,262941.00,26294.10,236646.90,1129.79,752
6763,6492.00,328.00,387.00,306.00,286763.00,54484.97,232278.03,1704.37,543
6764,8327.00,280.00,464.00,320.00,243590.00,21923.10,221666.90,1329.01,652
6765,6443.00,383.00,484.00,234.00,345988.00,89956.88,256031.12,1374.43,726
6766,4175.00,298.00,458.00,268.00,405143.00,109388.61,295754.39,2170.14,513
6767,7849.00,292.00,472.00,322.00,292198.00,78893.46,213304.54,1145.06,721
6768,9804.00,383.00,383.00,285.00,308291.00,55492.38,252798.62,1854.95,542
6769,7063.00,488.00,486.00,371.00,366878.00,77044.38,289833.62,1928.27,613
6770,3730.00,396.00,411.00,396.00,292618.00,43892.70,248725.30,1048.64,801
6771,3549.00,438.00,472.00,345.00,376134.00,37613.40,338520.60,1616.15,767
6772,7604.00,275.00,489.00,446.00,477144.00,85885.92,391258.08,2870.91,518
6773,8525.00,260.00,456.00,393.00,495935.00,39674.80,456260.20,2178.26,788
6774,6046.00,380.00,442.00,328.00,459986.00,96597.06,363388.94,1532.06,814
6775,9765.00,434.00,432.00,333.00,430648.00,99049.04,331598.96,2433.16,574
6776,4744.00,401.00,395.00,320.00,305833.00,42816.62,263016.38,1929.92,542
6777,8811.00,484.00,457.00,244.00,315748.00,88409.44,227338.56,1220.40,728
6778,4177.00,365.00,414.00,268.00,435353.00,95777.66,339575.34,2259.20,604
6779,6286.00,407.00,371.00,320.00,355049.00,81661.27,273387.73,2006.02,598
6780,4452.00,449.00,493.00,408.00,495463.00,138729.64,356733.36,2617.58,512
6781,5148.00,343.00,478.00,304.00,370939.00,48222.07,322716.93,2147.04,624
6782,7625.00,336.00,481.00,427.00,410725.00,82145.00,328580.00,2411.00,584
6783,7441.00,452.00,389.00,318.00,417194.00,95954.62,321239.38,1533.65,774
6784,7304.00,469.00,478.00,400.00,347693.00,86923.25,260769.75,1244.95,785
6785,2030.00,277.00,381.00,252.00,493782.00,34564.74,459217.26,2753.24,686
6786,9730.00,266.00,423.00,373.00,478505.00,119626.25,358878.75,2633.33,539
6787,4449.00,452.00,460.00,442.00,332517.00,36576.87,295940.13,2171.50,507
6788,3842.00,425.00,447.00,210.00,231081.00,36972.96,194108.04,1424.30,562
6789,9687.00,482.00,489.00,200.00,430415.00,38737.35,391677.65,1869.93,791
6790,3221.00,492.00,392.00,252.00,386112.00,88805.76,297306.24,1419.39,780
6791,2922.00,313.00,445.00,266.00,363018.00,101645.04,261372.96,1101.96,813
6792,2919.00,437.00,362.00,435.00,303966.00,85110.48,218855.52,1312.15,655
6793,3867.00,247.00,400.00,227.00,348642.00,80187.66,268454.34,1281.64,779
6794,5989.00,441.00,362.00,408.00,418163.00,91995.86,326167.14,1955.54,659
6795,4146.00,403.00,430.00,315.00,312263.00,68697.86,243565.14,1620.44,627
6796,3414.00,465.00,367.00,272.00,271341.00,46127.97,225213.03,1208.99,715
6797,8874.00,373.00,430.00,251.00,439738.00,21986.90,417751.10,1994.41,786
6798,7722.00,402.00,484.00,445.00,425522.00,51062.64,374459.36,2747.65,523
6799,9013.00,425.00,497.00,433.00,452720.00,117707.20,335012.80,2458.21,513
6800,6851.00,248.00,471.00,314.00,334955.00,46893.70,288061.30,2113.69,514
6801,9252.00,419.00,390.00,340.00,346689.00,38135.79,308553.21,2264.05,566
6802,4293.00,499.00,447.00,276.00,272300.00,68075.00,204225.00,861.02,829
6803,6534.00,456.00,377.00,368.00,337066.00,91007.82,246058.18,1320.89,714
6804,3069.00,354.00,371.00,318.00,243669.00,46297.11,197371.89,1448.25,504
6805,3828.00,358.00,497.00,336.00,333272.00,43325.36,289946.64,2127.53,580
6806,3921.00,246.00,473.00,324.00,425385.00,68061.60,357323.40,2377.28,616
6807,9174.00,487.00,490.00,417.00,468157.00,74905.12,393251.88,2616.31,634
6808,9308.00,449.00,374.00,241.00,480494.00,124928.44,355565.56,1908.75,745
6809,4256.00,401.00,464.00,375.00,393559.00,43291.49,350267.51,2100.03,653
6810,4456.00,304.00,438.00,357.00,454815.00,36385.20,418429.80,2246.22,738
6811,6872.00,456.00,456.00,227.00,457215.00,118875.90,338339.10,2482.61,554
6812,2936.00,261.00,412.00,367.00,336596.00,43757.48,292838.52,1572.02,745
6813,3941.00,403.00,460.00,210.00,466123.00,74579.68,391543.32,2604.95,617
6814,9591.00,237.00,452.00,286.00,241176.00,26529.36,214646.64,904.96,840
6815,3860.00,297.00,384.00,246.00,439389.00,83483.91,355905.09,1500.51,833
6816,8137.00,405.00,469.00,275.00,358165.00,32234.85,325930.15,1954.12,698
6817,8247.00,484.00,448.00,293.00,410384.00,53349.92,357034.08,2619.79,589
6818,4501.00,427.00,406.00,407.00,345792.00,69158.40,276633.60,2029.84,567
6819,5999.00,233.00,497.00,393.00,269586.00,67396.50,202189.50,965.28,752
6820,6974.00,482.00,498.00,213.00,438637.00,87727.40,350909.60,1479.45,810
6821,9244.00,442.00,438.00,254.00,473292.00,56795.04,416496.96,2770.96,647
6822,4957.00,381.00,458.00,338.00,478692.00,38295.36,440396.64,3231.47,518
6823,3463.00,346.00,455.00,330.00,292540.00,64358.80,228181.20,1674.31,548
6824,5782.00,488.00,486.00,397.00,235342.00,37654.72,197687.28,1185.24,690
6825,8517.00,461.00,486.00,308.00,389720.00,101327.20,288392.80,2116.12,596
6826,9311.00,247.00,447.00,289.00,394873.00,63179.68,331693.32,2433.85,507
6827,9607.00,429.00,361.00,432.00,304322.00,82166.94,222155.06,1192.58,705
6828,4223.00,271.00,465.00,370.00,451977.00,85875.63,366101.37,2686.32,531
6829,4654.00,478.00,441.00,429.00,491428.00,78628.48,412799.52,3028.98,552
6830,6182.00,359.00,425.00,254.00,393227.00,47187.24,346039.76,2074.68,671
6831,6668.00,253.00,492.00,282.00,291270.00,34952.40,256317.60,1705.29,617
6832,2785.00,379.00,430.00,409.00,276866.00,38761.24,238104.76,1278.20,740
6833,3227.00,468.00,355.00,374.00,251921.00,55422.62,196498.38,1441.84,536
6834,4932.00,414.00,387.00,312.00,470319.00,28219.14,442099.86,1863.91,832
6835,6825.00,202.00,451.00,205.00,236822.00,30786.86,206035.14,1370.76,622
6836,2246.00,231.00,352.00,259.00,364225.00,80129.50,284095.50,1525.09,701
6837,4064.00,264.00,380.00,277.00,302627.00,30262.70,272364.30,1632.96,660
6838,9160.00,424.00,417.00,265.00,379178.00,45501.36,333676.64,2448.40,527
6839,2572.00,359.00,414.00,402.00,460715.00,36857.20,423857.80,2819.94,617
6840,7542.00,219.00,394.00,420.00,423503.00,38115.27,385387.73,1839.90,765
6841,7401.00,209.00,382.00,348.00,482100.00,38568.00,443532.00,2659.20,683
6842,9836.00,246.00,381.00,436.00,386021.00,30881.68,355139.32,2605.89,504
6843,8438.00,239.00,396.00,244.00,393881.00,31510.48,362370.52,2410.86,647
6844,5530.00,200.00,446.00,209.00,429453.00,77301.54,352151.46,1681.22,765
6845,7499.00,447.00,406.00,383.00,461832.00,96984.72,364847.28,1958.58,735
6846,4376.00,312.00,398.00,311.00,385611.00,77122.20,308488.80,1656.03,702
6847,7112.00,480.00,385.00,290.00,350245.00,52536.75,297708.25,1784.91,684
6848,5121.00,312.00,446.00,336.00,496333.00,134009.91,362323.09,2172.31,692
6849,2396.00,372.00,496.00,364.00,420097.00,50411.64,369685.36,1558.61,825
6850,4765.00,206.00,423.00,229.00,352546.00,98712.88,253833.12,1862.54,568
6851,2698.00,397.00,439.00,418.00,374189.00,67354.02,306834.98,1839.63,685
6852,5647.00,298.00,479.00,299.00,329199.00,32919.90,296279.10,1971.15,630
